First Name,Email ID,Quantity,Events,Attendee Status,College Name,Event_Source,Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family_Income(Lack),Expected salary (Lack),Leadership- skills
kayla,kayla@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,others,web development,2025,akola,7.4,3,0-2,23,yes
latoya,latoya@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,others,students,2025,aurangabad,8.3,5,0-2,25,no
walter,walter@xyz.com,1,internship program(ip) success conclave,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2023,dhule,7.9,3,0-2,13,no
dominic,dominic@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2025,kalyan,7.1,5,0-2,17,yes
dana,dana@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",whatsapp,data science and analyst,2023,navi mumbai,8.7,5,0-2,21,no
kyle,kyle@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",whatsapp,students,2025,mumbai,8.2,5,0-2,8,no
janis,janis@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",others,asst. professor,2026,matheran,9.5,7,2-5,21,no
juli,juli@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",others,b.tech,2023,nashik,6.7,7,2-5,30,no
greg,greg@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,others,students,2024,solapur,8.2,7,2-5,8,yes
steve,steve@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",others,engineering ,2024,sangli,8.7,5,2-5,21,no
victoria,victoria@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2026,vasai,7.3,7,2-5,8,no
carl,carl@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,others,students,2024,shillong,8.6,4,0-2,8,no
romaine,romaine@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,data science and analyst,2023,puri,9.2,5,0-2,8,no
otis,otis@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,data science and analyst,2025,cuttack,7.9,4,5-7,10,yes
benjamin,benjamin@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",whatsapp,students,2023,mahe,8.1,3,0-2,15,no
leora,leora@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",others,students,2023,amritsar,9.5,4,0-2,12,no
arthur,arthur@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2026,patiala,9.8,7,0-2,20,yes
johnnie,johnnie@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,whatsapp,ceo,2024,sangrur,9.6,3,0-2,21,yes
ingrid,ingrid@xyz.com,1,internship program(ip) success conclave,attending,late g. n. sapkal college of engineering,others,engineering ,2024,amer,6.2,4,5-7,9,no
eloise,eloise@xyz.com,1,internship program(ip) success conclave,attending,a. c. patil college of engineering,others,students,2023,jaipur,9.5,7,0-2,21,no
lorna,lorna@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,others,students,2024,jalor,6.8,3,0-2,5,no
camille,camille@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,jhalwar,8.4,5,0-2,16,no
kimberly,kimberly@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,spoc|college professor,students,2026,jodhpur,9.9,4,0-2,21,no
breanna,breanna@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",others,intern,2023,kota,6.6,5,0-2,8,no
lucy,lucy@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,intern,2023,pali,6.7,4,0-2,7,yes
jonathan,jonathan@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,whatsapp,students,2025,gangtok,8.3,4,0-2,9,no
traci,traci@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,others,students,2024,nizambad,8.9,5,0-2,24,yes
dale,dale@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,others,intern,2023,agartala,9.5,4,0-2,17,yes
stella,stella@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,data science and analyst,2026,agra,8.5,3,2-5,11,no
velma,velma@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2024,ghaziabad,7.5,4,0-2,8,no
rocco,rocco@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,others,students,2025,hamirpur,7.5,4,2-5,21,no
julia,julia@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,youtube|facebook|instagram|whatsapp|email|cloud counselage website|friend|classmate|spoc|college professor,students,2023,deoria,7.7,3,5-7,30,no
darrell,darrell@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,whatsapp,artificial intelligence,2026,budaun,9.9,5,7-8,24,yes
edie,edie@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2025,kanpur,7.9,5,0-2,19,no
kimberley,kimberley@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,others,students,2023,lucknow,7.7,4,0-2,21,no
catherine,catherine@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp|friend|classmate,students,2025,mathura,7.4,3,0-2,17,yes
melvin,melvin@xyz.com,1,internship program(ip) success conclave,attending,d y patil institute of mca and management akurdi pune,others,artificial intelligence,2024,varanasi,7.6,5,0-2,9,no
branden,branden@xyz.com,1,internship program(ip) success conclave,attending,ap shah institute of technology ,others,cyber security,2024,almora,8.7,3,0-2,8,no
amy,amy@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,spoc|college professor,intern,2025,durgapur,9.2,4,0-2,19,no
ralph,ralph@xyz.com,1,internship program(ip) success conclave,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",linkedin,students,2024,kolkata,7.2,7,5-7,23,no
loida,loida@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2025,palashi,6.5,4,0-2,17,no
elia,elia@xyz.com,1,internship program(ip) success conclave,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,intern,2026,santipur,7.5,5,0-2,13,yes
miguel,miguel@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",spoc|college professor,students,2023,silguri,7.6,5,0-2,15,no
grace,grace@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,youtube,students,2025,talmuk,7.3,7,5-7,18,yes
kenneth,kenneth@xyz.com,1,internship program(ip) success conclave,attending,late g. n. sapkal college of engineering,whatsapp,intern,2024,siuri,8.7,3,0-2,23,no
rex,rex@xyz.com,1,internship program(ip) success conclave,attending,"mit academy of engineering ,alandi",whatsapp,students,2026,orchha,9.0,5,0-2,9,no
wilda,wilda@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2024,ujjain,6.5,4,0-2,19,no
ellen,ellen@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,spoc|college professor,students,2025,vidisha,6.6,7,0-2,25,no
camilla,camilla@xyz.com,1,internship program(ip) success conclave,attending,"thakur institute of management studies, career development & research - [timscdr]",others,intern,2025,akola,9.5,7,0-2,22,no
lonny,lonny@xyz.com,1,internship program(ip) success conclave,attending,lokmanya tilak college of engineering koparkhairane navi mumbai,others,students,2023,aurangabad,8.1,5,0-2,6,no
mike,mike@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",others,students,2023,bhandara,9.7,7,0-2,17,yes
sybil,sybil@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,intern,2024,bhsawal,9.3,7,0-2,20,yes
lois,lois@xyz.com,1,internship program(ip) success conclave,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,others,students,2026,bid,9.1,7,0-2,15,no
rose,rose@xyz.com,1,internship program(ip) success conclave,attending,silicon institute of technology,whatsapp,engineering ,2024,buldhana,7.6,7,0-2,17,no
gracie,gracie@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,others,students,2025,dhule,7.8,5,0-2,19,yes
xenia,xenia@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,others,students,2025,kalyan,8.5,7,0-2,11,no
jill,jill@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,students,2024,thane,8.7,5,0-2,12,no
eddie,eddie@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,intern,2023,navi mumbai,8.3,4,0-2,10,no
leah,leah@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,email,students,2026,nagpur,8.6,7,0-2,10,no
ray,ray@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp,students,2023,nanded,8.5,4,0-2,15,no
claire,claire@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",others,students,2025,patiala,7.5,3,0-2,19,no
blanche,blanche@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,spoc|college professor,students,2024,sangrur,7.2,3,0-2,21,yes
marie,marie@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp,students,2023,ajmer,7.6,7,0-2,23,yes
young,young@xyz.com,1,internship program(ip) success conclave,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,students,2023,amer,7.3,3,0-2,25,no
cindy,cindy@xyz.com,1,internship program(ip) success conclave,attending,"kle society's college of bca, rls institute, belagavi",others,students,2025,bikaner,9.4,7,0-2,21,yes
brooke,brooke@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",whatsapp,students,2024,jaipur,6.6,5,0-2,5,yes
bryan,bryan@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,whatsapp,intern,2024,jalor,6.6,7,0-2,16,no
louise,louise@xyz.com,1,internship program(ip) success conclave,attending,"symbiosis institute of technology, pune",whatsapp,data science and analyst,2023,kota,8.1,7,0-2,7,yes
desiree,desiree@xyz.com,1,internship program(ip) success conclave,attending,a. c. patil college of engineering,others,students,2024,sikar,7.1,5,0-2,9,no
rita,rita@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,intern,2025,amreli,7.7,4,0-2,24,no
tanya,tanya@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",whatsapp,students,2023,godhra,6.5,5,0-2,11,yes
norma,norma@xyz.com,1,internship program(ip) success conclave,attending,g h raisoni institut of engineering and technology pune,others,students,2024,jamnagar,9.4,5,0-2,21,yes
christine,christine@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,whatsapp,students,2024,junagadh,6.8,5,0-2,8,no
ervin,ervin@xyz.com,1,internship program(ip) success conclave,attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",others,asst. professor,2023,kheda,6.7,4,0-2,9,no
bernice,bernice@xyz.com,1,internship program(ip) success conclave,attending,"vishwakarma institute of technology, pune",spoc|college professor,students,2025,morbi,7.9,3,0-2,8,yes
laurie,laurie@xyz.com,1,internship program(ip) success conclave,attending,st.francis institute of technology,facebook,intern,2025,okha,8.9,4,0-2,21,no
victor,victor@xyz.com,1,internship program(ip) success conclave,attending,new horizon institute of technology and management ,others,intern,2024,rajkot,8.3,4,0-2,30,no
joline,joline@xyz.com,1,internship program(ip) success conclave,attending,late g. n. sapkal college of engineering,others,intern,2024,surat,7.2,7,0-2,24,yes
rudy,rudy@xyz.com,1,internship program(ip) success conclave,attending,wilson college ,whatsapp,data science and analyst,2025,faridabad,7.5,7,0-2,17,no
charity,charity@xyz.com,1,internship program(ip) success conclave,attending,"ld college of engineering, ahmedabad, gujarat ",others,students,2025,gurugram,7.9,5,0-2,18,no
kaley,kaley@xyz.com,1,internship program(ip) success conclave,attending,dkte society's textile and engineering institute ichalkaranji,others,intern,2024,hisar,9.3,7,0-2,17,yes
erika,erika@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",whatsapp,engineering ,2023,kaithal,9.1,3,0-2,8,no
bernardo,bernardo@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,others,students,2024,aligarh,8.0,3,0-2,21,no
norman,norman@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,spoc|college professor,web development,2025,gonda,7.2,7,0-2,8,no
michele,michele@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,students,2023,ghazipur,9.1,7,0-2,17,no
letitia,letitia@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2023,ghaziabad,6.7,7,0-2,20,yes
raul,raul@xyz.com,1,internship program(ip) success conclave,attending,"priyadarshini college of engineering, nagpur ",others,intern,2024,gorakhpur,7.1,4,0-2,13,no
nell,nell@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2026,hamirpur,9.5,7,0-2,24,no
brent,brent@xyz.com,1,internship program(ip) success conclave,attending,chhattisgarh swami vivekananda technical university teaching department bhilai,cloud counselage website,students,2024,deoria,9.2,3,0-2,17,no
esther,esther@xyz.com,1,internship program(ip) success conclave,attending,adhiyamaan college of engineering,whatsapp,students,2025,jhansi,7.3,7,0-2,21,yes
penelope,penelope@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,others,artificial intelligence,2025,lucknow,7.8,5,0-2,9,no
zulema,zulema@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,others,students,2024,mathura,9.1,3,0-2,8,no
carmelo,carmelo@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2026,mainpuri,6.9,7,0-2,7,yes
matt,matt@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2024,almora,6.7,7,0-2,21,no
frederick,frederick@xyz.com,1,internship program(ip) success conclave,attending,d y patil institute of mca and management akurdi pune,youtube|friend|classmate,students,2023,haora,7.3,7,0-2,24,no
mohammed,mohammed@xyz.com,1,internship program(ip) success conclave,attending,don bosco college of engineering fatorda goa,email,intern,2025,hugli,9.9,3,0-2,19,no
don,don@xyz.com,1,internship program(ip) success conclave,attending,pillai college of engineering new panvel,email,students,2023,kolkata,7.6,5,0-2,21,no
carmen,carmen@xyz.com,1,internship program(ip) success conclave,attending,st xavier's college ,youtube,students,2026,malda,9.3,5,0-2,17,no
april,april@xyz.com,1,internship program(ip) success conclave,attending,"vidyalankar institute of technology, mumbai",others,students,2024,palashi,6.4,5,0-2,18,no
everett,everett@xyz.com,1,internship program(ip) success conclave,attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",whatsapp,students,2025,santipur,8.4,7,0-2,9,no
elsa,elsa@xyz.com,1,internship program(ip) success conclave,attending,government polytechnic gandhinagar,others,students,2023,silguri,7.8,3,0-2,8,yes
